date,total_articles,candidate_count,gpr_positive_count,positive_share,mean_score,gpr_sum,gpr_index,gpr_acts_index,gpr_threats_index,gpr_7ma,gpr_30ma
2026-08-05,119,8,7,0.058823529411764705,0.6565202857142857,4.595642,100.0,100.0,100.0,100.0,100.0
