date,sum_military_conflict,sum_terrorism,sum_diplomatic_tension,sum_nuclear_threat,sum_sanctions,sum_coup_regime,sum_civil_war,sum_other
2026-08-05,1.664695,0.855,0.6,1.434282,0.0,0.0,0.241665,0.0
