date,country_code,gpr_sum,total_articles,raw_ratio,country_gpr_index
2026-01-01,US,311.4446081686948,8459,0.03681813549694938,70.1107438058004
2026-01-01,UK,141.98989440930086,8459,0.01678565958261034,104.5511484917385
2026-01-01,YM,17.341131847183924,8459,0.0020500214974800714,133.6779422296901
2026-01-01,CO,6.22305978475077,8459,0.0007356732219825949,78.67982307582238
2026-01-01,RS,117.6229700012778,8459,0.013905067975088994,116.75075331944808
2026-01-01,CH,85.8982674605715,8459,0.010154659825105982,114.93225988099847
2026-01-01,VE,34.767626649276714,8459,0.004110134371589634,100.92435849722621
2026-01-01,UP,102.02606077710468,8459,0.012061243737688222,134.7126607747205
2026-01-01,IN,75.69227613206553,8459,0.008948135256184599,112.00685097288641
2026-01-01,SN,8.0928194502457,8459,0.000956711130186275,105.65948279095711
2026-01-01,FI,7.502115571172013,8459,0.0008868797223279362,166.82451205811145
2026-01-01,CA,36.52524065563476,8459,0.004317914724628769,92.59778627041791
2026-01-01,JA,46.70051674054912,8459,0.005520808220894801,139.25016730170745
2026-01-01,NO,4.628654548751552,8459,0.0005471869663969207,47.06454656659723
2026-01-01,GM,42.102595261116065,8459,0.004977254434462237,86.55547918014366
2026-01-01,FR,94.64489687019102,8459,0.011188662592527605,152.39511048265223
2026-01-01,SY,32.572437467802786,8459,0.003850625070079535,144.72822095550936
2026-01-01,IS,132.81529308571373,8459,0.015701063138162163,66.4562183432188
2026-01-01,TH,13.433004054373368,8459,0.001588013246763609,145.2387104386303
2026-01-01,CB,8.828538641652951,8459,0.0010436858543152797,329.2413906698377
2026-01-01,PK,37.29869538412831,8459,0.004409350441438504,60.75157356455122
2026-01-01,IR,74.49100065821595,8459,0.008806123733090903,25.92477583044136
2026-01-01,OS,18.230554993012376,8459,0.002155166685543489,188.20163682372544
2026-01-01,VT,0.7625873221216042,8459,9.01510015512004e-05,47.88471625675475
2026-01-01,HR,7.4283982552724215,8459,0.0008781650615051923,407.02728676460066
2026-01-01,IZ,18.246640746257686,8459,0.002157068299593059,37.80698773615864
2026-01-01,BR,22.055283108390462,8459,0.0026073156529602152,235.2198453523902
2026-01-01,WE,9.524739067312463,8459,0.0011259887773155768,67.00760212829418
2026-01-01,MY,15.827337060289544,8459,0.001871064790198551,255.96645978423828
2026-01-01,AS,77.81794246775547,8459,0.009199425755734186,123.54908423391177
2026-01-01,MX,16.542241343483145,8459,0.001955578832425008,96.53564691998805
2026-01-01,SF,9.380619133931187,8459,0.001108951310312234,94.4573048902843
2026-01-01,BE,11.570025521945503,8459,0.0013677769856892663,89.70777553302207
2026-01-01,HK,25.615159767487118,8459,0.0030281546007196024,439.28576731366877
2026-01-01,TW,17.722509460178124,8459,0.002095106922825171,149.9213207324584
2026-01-01,SZ,32.77485235572615,8459,0.0038745540082428366,145.43179840157435
2026-01-01,NZ,8.733795229369496,8459,0.0010324855454982263,102.34037343970117
2026-01-01,EG,25.437510250848536,8459,0.0030071533574711593,89.54938966917629
2026-01-01,ID,20.704715913352498,8459,0.0024476552681584702,238.48579457340603
2026-01-01,NR,0.73997542997543,8459,8.747788508989596e-05,194.16875997524608
2026-01-01,AF,16.223567046912233,8459,0.0019179060228055602,75.62768317191532
2026-01-01,LE,19.71896095414847,8459,0.0023311219948159915,28.18914028751799
2026-01-01,TU,13.937929242691583,8459,0.0016477041308300725,44.90801822777289
2026-01-01,QA,10.096047395650643,8459,0.0011935272958565602,23.277203734682512
2026-01-01,SO,9.121408901934235,8459,0.001078308180864669,147.96897023408093
2026-01-01,SW,10.829806752529622,8459,0.0012802703336717842,137.601120315848
2026-01-01,EN,5.474707533748192,8459,0.0006472050518676193,207.99960889782545
2026-01-01,CW,1.1772910426650693,8459,0.00013917614879596516,327.07130814395094
2026-01-01,KZ,10.094163122715404,8459,0.0011933045422290347,310.4456946155671
2026-01-01,AJ,2.511415942236323,8459,0.0002968927700953213,52.97911389488381
2026-01-01,CI,2.04117894120287,8459,0.0002413026292945821,60.20760582711526
2026-01-01,ES,2.2281579432982244,8459,0.00026340677896893535,82.16355957761323
2026-01-01,PE,5.065642141519234,8459,0.0005988464524789258,205.4406898832832
2026-01-01,SU,13.91503028193819,8459,0.0016449970778978826,192.00412796272053
2026-01-01,SA,15.573933469315019,8459,0.0018411081060781438,34.156501728665404
2026-01-01,IT,28.717188845973148,8459,0.0033948680513031268,108.53316873980354
2026-01-01,RP,7.868606402008733,8459,0.0009302052727283051,74.5282245575349
2026-01-01,BM,2.7939051209550736,8459,0.00033028787338397844,164.73293200893016
2026-01-01,RO,6.48078554916381,8459,0.0007661408617051437,149.90608632458608
2026-01-01,EZ,4.834389616323253,8459,0.0005715084071785379,164.10352371429948
2026-01-01,HU,6.353135430573577,8459,0.0007510504114639528,91.75374032474059
2026-01-01,PL,8.745535221824568,8459,0.0010338734155130118,88.26049569379111
2026-01-01,AR,2.011910027366636,8459,0.00023784253781376473,37.64505931033536
2026-01-01,KS,22.2319055374999,8459,0.0026281954767111834,117.99480094639586
2026-01-01,BH,4.888850604968807,8459,0.0005779466373056871,158.40186213789153
2026-01-01,AE,30.411213311484126,8459,0.0035951310215727775,64.20935239653919
2026-01-01,MU,1.8481220657276995,8459,0.0002184799699406194,6.407425956800732
2026-01-01,KU,2.7603884404750456,8459,0.00032632562247015553,8.107505716917732
2026-01-01,RI,2.0533080438234244,8459,0.0002427364988560615,104.15042185778798
2026-01-01,PM,0.7313862249346121,8459,8.646249260368981e-05,21.313661347389285
2026-01-01,EI,15.563543508156458,8459,0.001839879833095692,102.42632754774954
2026-01-01,LO,1.5047895066788832,8459,0.0001778921275184872,104.80368690641187
2026-01-01,KN,5.326262429417121,8459,0.0006296562749044948,74.88306233818737
2026-01-01,NI,15.440631045613884,8459,0.0018253494556819817,89.57287330851025
2026-01-01,CG,1.4715418103964166,8459,0.0001739616751857686,58.233321713193476
2026-01-01,RW,2.202763933500788,8459,0.0002604047681168918,71.8266536953837
2026-01-01,JE,0.5877637130801688,8459,6.948382942193745e-05,56.843344465465094
2026-01-01,ET,1.313008626418526,8459,0.0001552203128524088,42.056312274756145
2026-01-01,SP,5.911234350950301,8459,0.0006988100663140207,27.64292130896347
2026-01-01,MZ,0.5671171171171172,8459,6.704304493641296e-05,53.814877101209916
2026-01-01,ZI,5.720568023387699,8459,0.0006762700110400401,284.66465450945253
2026-01-01,DA,13.327117796108926,8459,0.0015754956609657083,118.50102332709747
2026-01-01,AM,9.876044268361635,8459,0.0011675191238162473,266.0232725434069
2026-01-01,JO,11.086946695519998,8459,0.0013106687191772074,54.60771938090636
2026-01-01,UG,20.731214233758244,8459,0.0024507878276106214,502.8935488343759
2026-01-01,BU,4.4078739292387,8459,0.0005210868813380659,182.40443439847556
2026-01-01,IC,1.9159915828078176,8459,0.0002265033198732495,84.4242008929023
2026-01-01,MG,1.3630666471099278,8459,0.00016113803606926678,158.7796606232012
2026-01-01,KE,5.145565732115379,8459,0.0006082948022361248,107.09373366938063
2026-01-01,BA,3.3657160456183046,8459,0.0003978858074971397,11.131407930020353
2026-01-01,CU,5.142862554000647,8459,0.0006079752398629445,39.87260898434855
2026-01-01,GR,15.004059486362008,8459,0.0017737391519520047,132.5964551168957
2026-01-01,WS,0.5680555555555555,8459,6.715398457921214e-05,143.77735000449914
2026-01-01,GZ,4.667059703088949,8459,0.0005517271194099715,97.5387863330109
2026-01-01,PO,3.5662822552639426,8459,0.00042159619993662877,88.12752977164736
2026-01-01,CY,8.903336577827067,8459,0.001052528263131229,137.4585869450685
2026-01-01,RB,2.7218890755205365,8459,0.0003217743321338854,189.7700018922602
2026-01-01,DJ,2.931476183554123,8459,0.00034655115067432594,22.873031167336617
2026-01-01,GH,1.3190003635041798,8459,0.00015592863973332307,40.66477078794989
2026-01-01,CE,2.130095239040023,8459,0.00025181407247192614,41.783669598418015
2026-01-01,TZ,1.3025025448120309,8459,0.00015397831242605875,99.4379733317364
2026-01-01,NL,6.145413382022276,8459,0.0007264940751888256,50.42777297055429
2026-01-01,KR,1.7025058748106285,8459,0.00020126561943617787,287.34892355381896
2026-01-01,JM,1.304731566726176,8459,0.0001542418213413141,106.43008193787912
2026-01-01,NP,3.779346642082195,8459,0.0004467840929285016,160.13437592636956
2026-01-01,BT,1.2905290411997892,8459,0.00015256283735663663,251.85860173187197
2026-01-01,TN,0.7359820089955023,8459,8.700579371030882e-05,188.03056111960373
2026-01-01,VM,7.424621391778551,8459,0.0008777185709632995,50.55144557097244
2026-01-01,NH,0.23033175355450233,8459,2.7229194178331048e-05,40.38184496507971
2026-01-01,BO,5.247176088263333,8459,0.0006203069025018718,167.19615473264824
2026-01-01,KV,0.5906996957844413,8459,6.983091332124852e-05,37.03403500457006
2026-01-01,BG,15.470371121533237,8459,0.0018288652466642908,225.27017305992695
2026-01-01,MC,1.472704418732072,8459,0.0001740991155848294,387.400891519789
2026-01-01,HO,1.4830092908581856,8459,0.0001753173295730211,75.58750941494404
2026-01-01,OD,2.991853998017989,8459,0.0003536888518758706,131.16067620716788
2026-01-01,GG,0.7442718446601941,8459,8.798579556214613e-05,90.2316533077849
2026-01-01,TS,0.7295467584624211,8459,8.624503587450303e-05,42.69477287499533
2026-01-01,LG,2.7740567853958007,8459,0.00032794145707480796,134.11171887891854
2026-01-01,BX,1.2995695115909762,8459,0.000153631577206641,47.625058301763104
2026-01-01,IV,4.540196806822125,8459,0.0005367297324532598,760.8761713622476
2026-01-01,HA,5.889118215975646,8459,0.0006961955569187429,197.86045775817388
2026-01-01,SI,2.1695389318675646,8459,0.00025647699868395373,140.4827312879184
2026-01-01,FJ,0.7252449133383572,8459,8.573648343047135e-05,86.57996675329322
2026-01-01,BN,0.7252449133383572,8459,8.573648343047135e-05,80.63699319667019
2026-01-01,CV,1.459679207083965,8459,0.00017255931044851225,194.90258536172388
2026-01-01,LY,1.459679207083965,8459,0.00017255931044851225,24.1024321576642
2026-01-01,AG,2.429823688457836,8459,0.00028724715550985176,77.32021141574752
2026-01-01,BF,0.7252449133383572,8459,8.573648343047135e-05,77.99482988408222
2026-01-01,CS,0.7252449133383572,8459,8.573648343047135e-05,66.44350502303126
2026-01-01,TP,0.7252449133383572,8459,8.573648343047135e-05,225.9858685159042
2026-01-01,CM,1.459679207083965,8459,0.00017255931044851225,63.8245399908142
2026-01-01,LA,1.459679207083965,8459,0.00017255931044851225,116.30750147139226
2026-01-01,CF,1.459679207083965,8459,0.00017255931044851225,34.35294622414392
2026-01-01,ZA,2.024583179722744,8459,0.00023934072345699775,259.3433669684869
2026-01-01,MO,1.4639823595363486,8459,0.00017306801744134632,34.968940468817856
2026-01-01,GA,1.459679207083965,8459,0.00017255931044851225,208.4665186568603
2026-01-01,BL,0.6193101020767334,8459,7.321315782914451e-05,47.69348850892892
2026-01-01,GV,0.7649095607235141,8459,9.042553029004777e-05,80.41453341091872
2026-01-01,ML,2.9824995047889518,8459,0.0003525829890990604,135.66800007055494
2026-01-01,UV,2.9824995047889518,8459,0.0003525829890990604,173.57344001769096
2026-01-01,NG,2.9824995047889518,8459,0.0003525829890990604,114.96893308201717
2026-01-01,MV,1.5272805642633227,8459,0.00018055095924616655,208.7602878364897
2026-01-01,TD,0.5918849512069853,8459,6.997103099739748e-05,49.18433707870942
2026-01-01,AU,1.451809341622828,8459,0.00017162895633323418,23.946109701705325
2026-01-01,AO,0.7344342937456079,8459,8.682282701804089e-05,40.22507885341689
2026-01-01,SL,0.7344342937456079,8459,8.682282701804089e-05,60.735167364712176
2026-01-01,MP,0.7344342937456079,8459,8.682282701804089e-05,61.57012325656957
2026-01-01,TX,0.7344342937456079,8459,8.682282701804089e-05,92.02582691417501
2026-01-01,MI,0.7344342937456079,8459,8.682282701804089e-05,95.82625564019483
2026-01-01,SG,1.4702498965824873,8459,0.0001738089486443418,74.47990104109785
2026-01-01,EK,0.7344342937456079,8459,8.682282701804089e-05,49.54410177540758
2026-01-01,AC,0.7344342937456079,8459,8.682282701804089e-05,152.14495431686024
2026-01-01,BY,0.7344342937456079,8459,8.682282701804089e-05,112.93555025377404
2026-01-01,MA,0.7344342937456079,8459,8.682282701804089e-05,159.04483425420725
2026-01-01,CD,0.7344342937456079,8459,8.682282701804089e-05,39.54959418836933
2026-01-01,MR,0.7344342937456079,8459,8.682282701804089e-05,133.33967863380187
2026-01-01,LT,0.7344342937456079,8459,8.682282701804089e-05,131.6992808194515
2026-01-01,DO,0.7344342937456079,8459,8.682282701804089e-05,95.76036666069825
2026-01-01,GB,0.7344342937456079,8459,8.682282701804089e-05,115.63745022431186
2026-01-01,ER,0.7344342937456079,8459,8.682282701804089e-05,84.99223431872632
2026-01-01,MT,1.4442940185292077,8459,0.0001707405152534824,139.29727777322856
2026-01-01,LH,1.319265113595022,8459,0.00015595993776983355,53.28819202549341
2026-01-01,BD,0.5183333333333332,8459,6.127595854513928e-05,57.98662625481216
2026-01-01,EC,2.68363420054636,8459,0.0003172519447389006,110.0253525651423
2026-01-01,FK,0.6062935689739812,8459,7.167437864688276e-05,105.69889026911913
2026-01-01,LU,0.7130718954248365,8459,8.429742232235921e-05,84.86855503180857
2026-01-01,MK,0.23956685499058375,8459,2.8320942781721686e-05,40.180242406380245
2026-01-01,VC,0.7293122886133032,8459,8.621731748590888e-05,205.2425139799736
2026-01-01,FG,0.7350468164794008,8459,8.689523779163031e-05,236.32570760361932
2026-01-01,TI,0.7454117647058824,8459,8.812055381320279e-05,94.3425006389013
2026-01-01,UZ,0.7454117647058824,8459,8.812055381320279e-05,48.42559106818984
2026-01-01,NU,0.7392762577228598,8459,8.739523084559165e-05,44.16064263785815
2026-01-02,IS,203.1112262559609,11640,0.01744941806322688,73.85629409727011
2026-01-02,US,475.4514367298865,11640,0.0408463433616741,77.78143776648794
2026-01-02,NI,17.640314459814803,11640,0.0015154909329737802,74.3676104961168
2026-01-02,UK,116.94834069495684,11640,0.010047108307126877,62.579412346669784
2026-01-02,GZ,7.102316987624783,11640,0.0006101646896584865,107.86985304654466
2026-01-02,SY,23.613664698447813,11640,0.0020286653521003274,76.24869260966453
2026-01-02,SA,46.27068520676085,11640,0.003975144777213131,73.74745622287357
2026-01-02,RS,118.30615356165127,11640,0.010163758897049078,85.3376991693655
2026-01-02,UP,116.74660825516185,11640,0.01002977734150875,112.02310657487955
2026-01-02,SU,10.931206951216973,11640,0.0009391071263932108,109.61262320120555
2026-01-02,IR,139.92119460162405,11640,0.012020721185706533,35.388385571809025
2026-01-02,AS,74.54241599908428,11640,0.006403987628787309,86.00610820613419
2026-01-02,CH,82.69298321933803,11640,0.007104208180355501,80.40670144504935
2026-01-02,EI,18.540315818714333,11640,0.0015928106373465922,88.671956248306
