date,corridor,gpr_sum,corridor_hit_count,total_articles,positive_articles,matched_positive_articles,raw_ratio,threat_index,corridor_name,energy_exposure,goods_exposure,energy_risk,goods_risk,corridor_risk
2025-01-01,cape_of_good_hope,0.0,0,83831,11120,4456,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-01,danish_straits_baltic,0.0,0,83831,11120,4456,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-01,imec,0.0,0,83831,11120,4456,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-01,india_bangladesh_petrapole,0.0,0,83831,11120,4456,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-01,india_china_lac,0.0,0,83831,11120,4456,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-01,india_nepal_raxaul,0.0,0,83831,11120,4456,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-01,india_pakistan_attari,0.0,0,83831,11120,4456,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-01,instc_chabahar,0.0,0,83831,11120,4456,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-01,red_sea_suez,0.0,0,83831,11120,4456,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-01,strait_of_hormuz,0.0,0,83831,11120,4456,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-01,strait_of_malacca,0.0,0,83831,11120,4456,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-01,taiwan_south_china_sea,0.0,0,83831,11120,4456,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-02,cape_of_good_hope,0.0,0,123512,17414,5077,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-02,danish_straits_baltic,0.0,0,123512,17414,5077,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-02,imec,0.0,0,123512,17414,5077,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-02,india_bangladesh_petrapole,0.0,0,123512,17414,5077,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-02,india_china_lac,0.0,0,123512,17414,5077,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-02,india_nepal_raxaul,0.0,0,123512,17414,5077,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-02,india_pakistan_attari,0.0,0,123512,17414,5077,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-02,instc_chabahar,0.0,0,123512,17414,5077,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-02,red_sea_suez,0.0,0,123512,17414,5077,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-02,strait_of_hormuz,0.0,0,123512,17414,5077,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-02,strait_of_malacca,0.0,0,123512,17414,5077,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-02,taiwan_south_china_sea,0.0,0,123512,17414,5077,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-03,cape_of_good_hope,0.0,0,133148,15336,5253,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-03,danish_straits_baltic,0.0,0,133148,15336,5253,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-03,imec,0.0,0,133148,15336,5253,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-03,india_bangladesh_petrapole,0.0,0,133148,15336,5253,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-03,india_china_lac,0.0,0,133148,15336,5253,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-03,india_nepal_raxaul,0.0,0,133148,15336,5253,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-03,india_pakistan_attari,0.0,0,133148,15336,5253,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-03,instc_chabahar,0.0,0,133148,15336,5253,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-03,red_sea_suez,0.0,0,133148,15336,5253,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-03,strait_of_hormuz,0.0,0,133148,15336,5253,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-03,strait_of_malacca,0.0,0,133148,15336,5253,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-03,taiwan_south_china_sea,0.0,0,133148,15336,5253,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-04,cape_of_good_hope,0.0,0,81995,9626,3595,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-04,danish_straits_baltic,0.0,0,81995,9626,3595,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-04,imec,0.0,0,81995,9626,3595,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-04,india_bangladesh_petrapole,0.0,0,81995,9626,3595,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-04,india_china_lac,0.0,0,81995,9626,3595,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-04,india_nepal_raxaul,0.0,0,81995,9626,3595,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-04,india_pakistan_attari,0.0,0,81995,9626,3595,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-04,instc_chabahar,0.0,0,81995,9626,3595,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-04,red_sea_suez,0.0,0,81995,9626,3595,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-04,strait_of_hormuz,0.0,0,81995,9626,3595,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-04,strait_of_malacca,0.0,0,81995,9626,3595,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-04,taiwan_south_china_sea,0.0,0,81995,9626,3595,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-05,cape_of_good_hope,0.0,0,66832,8385,3763,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-05,danish_straits_baltic,0.0,0,66832,8385,3763,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-05,imec,0.0,0,66832,8385,3763,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-05,india_bangladesh_petrapole,0.0,0,66832,8385,3763,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-05,india_china_lac,0.0,0,66832,8385,3763,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-05,india_nepal_raxaul,0.0,0,66832,8385,3763,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-05,india_pakistan_attari,0.0,0,66832,8385,3763,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-05,instc_chabahar,0.0,0,66832,8385,3763,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-05,red_sea_suez,0.0,0,66832,8385,3763,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-05,strait_of_hormuz,0.0,0,66832,8385,3763,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-05,strait_of_malacca,0.0,0,66832,8385,3763,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-05,taiwan_south_china_sea,0.0,0,66832,8385,3763,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-06,cape_of_good_hope,0.0,0,137681,16033,5743,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-06,danish_straits_baltic,0.0,0,137681,16033,5743,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-06,imec,0.0,0,137681,16033,5743,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-06,india_bangladesh_petrapole,0.0,0,137681,16033,5743,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-06,india_china_lac,0.0,0,137681,16033,5743,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-06,india_nepal_raxaul,0.0,0,137681,16033,5743,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-06,india_pakistan_attari,0.0,0,137681,16033,5743,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-06,instc_chabahar,0.0,0,137681,16033,5743,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-06,red_sea_suez,0.0,0,137681,16033,5743,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-06,strait_of_hormuz,0.0,0,137681,16033,5743,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-06,strait_of_malacca,0.0,0,137681,16033,5743,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-06,taiwan_south_china_sea,0.0,0,137681,16033,5743,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-07,cape_of_good_hope,0.0,0,156160,17573,6596,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-07,danish_straits_baltic,0.0,0,156160,17573,6596,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-07,imec,0.0,0,156160,17573,6596,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-07,india_bangladesh_petrapole,0.0,0,156160,17573,6596,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-07,india_china_lac,0.0,0,156160,17573,6596,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-07,india_nepal_raxaul,0.0,0,156160,17573,6596,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-07,india_pakistan_attari,0.0,0,156160,17573,6596,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-07,instc_chabahar,0.0,0,156160,17573,6596,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-07,red_sea_suez,0.0,0,156160,17573,6596,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-07,strait_of_hormuz,0.0,0,156160,17573,6596,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-07,strait_of_malacca,0.0,0,156160,17573,6596,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-07,taiwan_south_china_sea,0.0,0,156160,17573,6596,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-08,cape_of_good_hope,0.0,0,158863,15231,5961,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-08,danish_straits_baltic,0.0,0,158863,15231,5961,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-08,imec,0.0,0,158863,15231,5961,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-08,india_bangladesh_petrapole,0.0,0,158863,15231,5961,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-08,india_china_lac,0.0,0,158863,15231,5961,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-08,india_nepal_raxaul,0.0,0,158863,15231,5961,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-08,india_pakistan_attari,0.0,0,158863,15231,5961,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-08,instc_chabahar,0.0,0,158863,15231,5961,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-08,red_sea_suez,0.0,0,158863,15231,5961,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-08,strait_of_hormuz,0.0,0,158863,15231,5961,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-08,strait_of_malacca,0.0,0,158863,15231,5961,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-08,taiwan_south_china_sea,0.0,0,158863,15231,5961,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-09,cape_of_good_hope,0.0,0,156194,16128,7035,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-09,danish_straits_baltic,0.0,0,156194,16128,7035,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-09,imec,0.0,0,156194,16128,7035,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-09,india_bangladesh_petrapole,0.0,0,156194,16128,7035,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-09,india_china_lac,0.0,0,156194,16128,7035,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-09,india_nepal_raxaul,0.0,0,156194,16128,7035,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-09,india_pakistan_attari,0.0,0,156194,16128,7035,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-09,instc_chabahar,0.0,0,156194,16128,7035,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-09,red_sea_suez,0.0,0,156194,16128,7035,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-09,strait_of_hormuz,0.0,0,156194,16128,7035,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-09,strait_of_malacca,0.0,0,156194,16128,7035,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-09,taiwan_south_china_sea,0.0,0,156194,16128,7035,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-10,cape_of_good_hope,0.0,0,151600,15099,6054,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-10,danish_straits_baltic,0.0,0,151600,15099,6054,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-10,imec,0.0,0,151600,15099,6054,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-10,india_bangladesh_petrapole,0.0,0,151600,15099,6054,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-10,india_china_lac,0.0,0,151600,15099,6054,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-10,india_nepal_raxaul,0.0,0,151600,15099,6054,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-10,india_pakistan_attari,0.0,0,151600,15099,6054,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-10,instc_chabahar,0.0,0,151600,15099,6054,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-10,red_sea_suez,0.0,0,151600,15099,6054,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-10,strait_of_hormuz,0.0,0,151600,15099,6054,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-10,strait_of_malacca,0.0,0,151600,15099,6054,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-10,taiwan_south_china_sea,0.0,0,151600,15099,6054,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-11,cape_of_good_hope,0.0,0,86523,10270,4789,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-11,danish_straits_baltic,0.0,0,86523,10270,4789,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-11,imec,0.0,0,86523,10270,4789,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-11,india_bangladesh_petrapole,0.0,0,86523,10270,4789,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-11,india_china_lac,0.0,0,86523,10270,4789,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-11,india_nepal_raxaul,0.0,0,86523,10270,4789,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-11,india_pakistan_attari,0.0,0,86523,10270,4789,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-11,instc_chabahar,0.0,0,86523,10270,4789,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-11,red_sea_suez,0.0,0,86523,10270,4789,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-11,strait_of_hormuz,0.0,0,86523,10270,4789,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-11,strait_of_malacca,0.0,0,86523,10270,4789,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-11,taiwan_south_china_sea,0.0,0,86523,10270,4789,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-12,cape_of_good_hope,0.0,0,67608,8442,3552,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-12,danish_straits_baltic,0.0,0,67608,8442,3552,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-12,imec,0.0,0,67608,8442,3552,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-12,india_bangladesh_petrapole,0.0,0,67608,8442,3552,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-12,india_china_lac,0.0,0,67608,8442,3552,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-12,india_nepal_raxaul,0.0,0,67608,8442,3552,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-12,india_pakistan_attari,0.0,0,67608,8442,3552,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-12,instc_chabahar,0.0,0,67608,8442,3552,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-12,red_sea_suez,0.0,0,67608,8442,3552,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-12,strait_of_hormuz,0.0,0,67608,8442,3552,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-12,strait_of_malacca,0.0,0,67608,8442,3552,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-12,taiwan_south_china_sea,0.0,0,67608,8442,3552,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-13,cape_of_good_hope,0.0,0,136559,14686,6307,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-13,danish_straits_baltic,0.0,0,136559,14686,6307,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-13,imec,0.0,0,136559,14686,6307,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-13,india_bangladesh_petrapole,0.0,0,136559,14686,6307,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-13,india_china_lac,0.0,0,136559,14686,6307,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-13,india_nepal_raxaul,0.0,0,136559,14686,6307,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-13,india_pakistan_attari,0.0,0,136559,14686,6307,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-13,instc_chabahar,0.0,0,136559,14686,6307,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-13,red_sea_suez,0.0,0,136559,14686,6307,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-13,strait_of_hormuz,0.0,0,136559,14686,6307,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-13,strait_of_malacca,0.0,0,136559,14686,6307,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-13,taiwan_south_china_sea,0.0,0,136559,14686,6307,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-14,cape_of_good_hope,0.0,0,161674,17086,8143,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-14,danish_straits_baltic,0.0,0,161674,17086,8143,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-14,imec,0.0,0,161674,17086,8143,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-14,india_bangladesh_petrapole,0.0,0,161674,17086,8143,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-14,india_china_lac,0.0,0,161674,17086,8143,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-14,india_nepal_raxaul,0.0,0,161674,17086,8143,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-14,india_pakistan_attari,0.0,0,161674,17086,8143,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-14,instc_chabahar,0.0,0,161674,17086,8143,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-14,red_sea_suez,0.0,0,161674,17086,8143,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-14,strait_of_hormuz,0.0,0,161674,17086,8143,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-14,strait_of_malacca,0.0,0,161674,17086,8143,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-14,taiwan_south_china_sea,0.0,0,161674,17086,8143,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-15,cape_of_good_hope,0.0,0,161594,18133,8789,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-15,danish_straits_baltic,0.0,0,161594,18133,8789,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-15,imec,0.0,0,161594,18133,8789,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-15,india_bangladesh_petrapole,0.0,0,161594,18133,8789,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-15,india_china_lac,0.0,0,161594,18133,8789,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-15,india_nepal_raxaul,0.0,0,161594,18133,8789,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-15,india_pakistan_attari,0.0,0,161594,18133,8789,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-15,instc_chabahar,0.0,0,161594,18133,8789,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-15,red_sea_suez,0.0,0,161594,18133,8789,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
2025-01-15,strait_of_hormuz,0.0,0,161594,18133,8789,0.0,0.0,Strait of Hormuz,0.336,0.0,0.0,0.0,0.0
2025-01-15,strait_of_malacca,0.0,0,161594,18133,8789,0.0,0.0,Strait of Malacca,0.0,0.55,0.0,0.0,0.0
2025-01-15,taiwan_south_china_sea,0.0,0,161594,18133,8789,0.0,0.0,Taiwan Strait / South China Sea,0.0,0.55,0.0,0.0,0.0
2025-01-16,cape_of_good_hope,0.0,0,159986,17370,8826,0.0,0.0,Cape of Good Hope,0.136,0.0,0.0,0.0,0.0
2025-01-16,danish_straits_baltic,0.0,0,159986,17370,8826,0.0,0.0,Danish Straits / Baltic,0.176,0.0,0.0,0.0,0.0
2025-01-16,imec,0.0,0,159986,17370,8826,0.0,0.0,India-Middle East-Europe Economic Corridor,0.0,0.0,0.0,0.0,0.0
2025-01-16,india_bangladesh_petrapole,0.0,0,159986,17370,8826,0.0,0.0,India-Bangladesh (Petrapole),0.0,0.0,0.0,0.0,0.0
2025-01-16,india_china_lac,0.0,0,159986,17370,8826,0.0,0.0,India-China LAC (Ladakh),0.0,0.0,0.0,0.0,0.0
2025-01-16,india_nepal_raxaul,0.0,0,159986,17370,8826,0.0,0.0,India-Nepal (Raxaul-Birgunj),0.0,0.0,0.0,0.0,0.0
2025-01-16,india_pakistan_attari,0.0,0,159986,17370,8826,0.0,0.0,India-Pakistan (Attari-Wagah),0.0,0.0,0.0,0.0,0.0
2025-01-16,instc_chabahar,0.0,0,159986,17370,8826,0.0,0.0,INSTC / Chabahar,0.0,0.0,0.0,0.0,0.0
2025-01-16,red_sea_suez,0.0,0,159986,17370,8826,0.0,0.0,Red Sea / Bab el-Mandeb / Suez,0.271,0.35,0.0,0.0,0.0
